	ath	vvi
OG0000106	AT2G36750, AT2G36760, AT2G36770, AT2G36780, AT2G36790, AT2G36800, AT3G53150, AT3G53160	GSVIVG01033698001
OG0000107	AT3G01680	GSVIVG01000577001, GSVIVG01007594001, GSVIVG01032348001, GSVIVG01032352001, GSVIVG01032353001, GSVIVG01032357001, GSVIVG01032359001, GSVIVG01032360001
OG0000108	AT3G09110, AT3G09120, AT3G09140, AT5G01120, AT5G01130, AT5G01140, AT5G01150, AT5G37320, AT5G43240	
OG0000109	AT3G45650, AT3G45660, AT3G45680, AT3G45690, AT3G45700, AT3G45710, AT3G45720	GSVIVG01025106001, GSVIVG01025107001
OG0000110	AT3G50270, AT3G50280, AT3G50290, AT3G50300, AT5G38130, AT5G67150, AT5G67160	GSVIVG01022089001, GSVIVG01022092001
OG0000111	AT3G51420, AT3G51430, AT3G51440, AT3G51450	GSVIVG01003820001, GSVIVG01003823001, GSVIVG01003825001, GSVIVG01003826001, GSVIVG01003830001
OG0000112	AT4G23990, AT4G24000, AT4G24010	GSVIVG01019568001, GSVIVG01019572001, GSVIVG01019580001, GSVIVG01019582001, GSVIVG01019586001, GSVIVG01019591001
OG0000113	AT4G27290	GSVIVG01014504001, GSVIVG01014512001, GSVIVG01014520001, GSVIVG01014524001, GSVIVG01014529001, GSVIVG01014534001, GSVIVG01014537001, GSVIVG01014538001
OG0000114	AT4G29090, AT5G47570, ATMG00310	GSVIVG01001301001, GSVIVG01003937001, GSVIVG01004123001, GSVIVG01004252001, GSVIVG01008606001, GSVIVG01032339001
OG0000115	AT5G09360	GSVIVG01001603001, GSVIVG01012329001, GSVIVG01012343001, GSVIVG01012346001, GSVIVG01012359001, GSVIVG01034817001, GSVIVG01034828001, GSVIVG01034842001
OG0000116		GSVIVG01000182001, GSVIVG01000184001, GSVIVG01000187001, GSVIVG01000189001, GSVIVG01000192001, GSVIVG01000194001, GSVIVG01000198001, GSVIVG01002378001, GSVIVG01002607001
OG0000117	AT1G03670, AT4G03460, AT4G03500	GSVIVG01020530001, GSVIVG01030360001, GSVIVG01030361001, GSVIVG01030362001, GSVIVG01030372001
OG0000118	AT1G05990, AT2G43290, AT3G07490, AT3G59440, AT4G03290, AT4G12860	GSVIVG01003796001, GSVIVG01005732001
OG0000119	AT1G07920, AT1G07930, AT1G07940, AT1G35550, AT5G60390	GSVIVG01016317001, GSVIVG01025147001, GSVIVG01025638001
OG0000120	AT1G08430, AT1G08440, AT2G27240, AT3G11680	GSVIVG01011148001, GSVIVG01036162001, GSVIVG01037569001, GSVIVG01037570001
OG0000121	AT1G11300, AT1G11303, AT1G11350	GSVIVG01006315001, GSVIVG01006316001, GSVIVG01006351001, GSVIVG01006784001, GSVIVG01006786001
OG0000122	AT1G14540, AT1G14550	GSVIVG01010267001, GSVIVG01010268001, GSVIVG01010269001, GSVIVG01010270001, GSVIVG01010271001, GSVIVG01010272001
OG0000123	AT1G14580, AT1G55110, AT2G02080, AT3G13810	GSVIVG01010283001, GSVIVG01010284001, GSVIVG01016867001, GSVIVG01035391001
OG0000124	AT1G17010, AT1G17020, AT1G78550, AT4G25300, AT4G25310	GSVIVG01018335001, GSVIVG01018336001, GSVIVG01021355001
OG0000125	AT1G19790, AT1G75520, AT2G21400, AT3G51060, AT5G66350	GSVIVG01009812001, GSVIVG01018845001, GSVIVG01024206001
OG0000126	AT1G20140, AT1G75950, AT2G25700, AT4G34210, AT4G34470, AT5G42190	GSVIVG01024013001, GSVIVG01024017001
OG0000127	AT1G22540	GSVIVG01026058001, GSVIVG01026059001, GSVIVG01026065001, GSVIVG01026066001, GSVIVG01026070001, GSVIVG01026071001, GSVIVG01026072001
OG0000128	AT1G25370, AT1G68340, AT3G60410	GSVIVG01005818001, GSVIVG01008316001, GSVIVG01011869001, GSVIVG01018286001, GSVIVG01023569001
OG0000129	AT1G28550, AT2G33870, AT3G15060, AT4G18430, AT4G18800, AT5G45750, AT5G60860	GSVIVG01014250001
OG0000130	AT1G44970, AT2G18140, AT2G18150, AT3G50990, AT4G36430, AT5G66390	GSVIVG01009777001, GSVIVG01018865001
OG0000131	AT1G48720, AT3G20980, AT3G21000	GSVIVG01000436001, GSVIVG01011363001, GSVIVG01015124001, GSVIVG01034745001, GSVIVG01037631001
OG0000132	AT1G52855, AT2G20835, AT3G15534, AT4G29905, AT5G10695, AT5G57123	GSVIVG01014413001, GSVIVG01029639001
OG0000133	AT1G58430, AT2G24560, AT2G30220, AT2G30310, AT2G31540, AT2G31550	GSVIVG01024630001, GSVIVG01030528001
OG0000134	AT1G61680	GSVIVG01005217001, GSVIVG01005221001, GSVIVG01005268001, GSVIVG01005272001, GSVIVG01006467001, GSVIVG01006589001, GSVIVG01006591001
OG0000135	AT1G62600, AT1G62620, AT1G63370	GSVIVG01001280001, GSVIVG01001281001, GSVIVG01001282001, GSVIVG01001284001, GSVIVG01004788001
OG0000136	AT1G75900	GSVIVG01009957001, GSVIVG01009958001, GSVIVG01009959001, GSVIVG01009960001, GSVIVG01009961001, GSVIVG01009962001, GSVIVG01009963001
OG0000137	AT2G04040, AT2G04050, AT2G04066, AT2G04070, AT2G04080, AT2G04090, AT2G04100	GSVIVG01030951001
OG0000138	AT2G16210, AT2G35310, AT3G17010, AT5G09780, AT5G18000, AT5G18090	GSVIVG01031848001, GSVIVG01031850001
OG0000139	AT2G18620, AT2G18640, AT2G23800, AT3G14510, AT3G20160, AT3G29430, AT4G36810	GSVIVG01017730001
OG0000140	AT2G22750, AT4G37850	GSVIVG01002668001, GSVIVG01003697001, GSVIVG01003698001, GSVIVG01003701001, GSVIVG01004409001, GSVIVG01036959001
OG0000141	AT2G24190, AT3G61220	GSVIVG01026826001, GSVIVG01026829001, GSVIVG01026830001, GSVIVG01026832001, GSVIVG01026833001, GSVIVG01026835001
OG0000142	AT2G24210, AT3G25810, AT3G25820, AT3G25830, AT4G16730, AT4G16740	GSVIVG01013515001, GSVIVG01013517001
OG0000143	AT2G29420, AT2G29440, AT2G29450, AT2G29460, AT2G29480, AT2G29490	GSVIVG01024849001, GSVIVG01024852001
OG0000144	AT2G36110, AT3G12410, AT3G12420, AT3G12430, AT3G12440, AT3G12460, AT3G12470	GSVIVG01025807001
OG0000145	AT3G03620, AT5G17700	GSVIVG01029920001, GSVIVG01029922001, GSVIVG01029926001, GSVIVG01029927001, GSVIVG01029931001, GSVIVG01029934001
OG0000146	AT3G48270, AT3G48280, AT3G48290, AT3G48300, AT3G48310, AT3G48320	GSVIVG01007610001, GSVIVG01007618001
OG0000147	AT3G50740, AT5G26310, AT5G66690	GSVIVG01009658001, GSVIVG01012581001, GSVIVG01018499001, GSVIVG01019017001, GSVIVG01019022001
OG0000148	AT3G54380	GSVIVG01004011001, GSVIVG01004016001, GSVIVG01004025001, GSVIVG01012401001, GSVIVG01012414001, GSVIVG01012432001, GSVIVG01012439001
OG0000149	AT4G14090, AT4G15550	GSVIVG01031581001, GSVIVG01031584001, GSVIVG01031592001, GSVIVG01031600001, GSVIVG01031613001, GSVIVG01031614001
OG0000150	AT4G26485, AT5G56075	GSVIVG01014807001, GSVIVG01014821001, GSVIVG01014824001, GSVIVG01014828001, GSVIVG01014830001, GSVIVG01014832001
OG0000151	AT5G39100, AT5G39110, AT5G39120, AT5G39130, AT5G39150, AT5G39160, AT5G39180, AT5G39190	
OG0000152		GSVIVG01001564001, GSVIVG01015976001, GSVIVG01017149001, GSVIVG01017267001, GSVIVG01017269001, GSVIVG01023748001, GSVIVG01038391001, GSVIVG01038404001
OG0000153	AT1G01580, AT5G23980, AT5G23990	GSVIVG01026991001, GSVIVG01026993001, GSVIVG01028873001, GSVIVG01028874001
OG0000154	AT1G01620, AT2G45960, AT3G61430, AT4G00430, AT4G23400	GSVIVG01019743001, GSVIVG01032861001
OG0000155	AT1G03430, AT3G21510, AT3G29350, AT5G39340	GSVIVG01011043001, GSVIVG01017840001, GSVIVG01022018001
OG0000156	AT1G05340, AT2G32190, AT2G32200, AT2G32210, AT3G22240	GSVIVG01015781001, GSVIVG01015789001
OG0000157	AT1G07530, AT2G29060, AT2G37650	GSVIVG01016520001, GSVIVG01016523001, GSVIVG01024931001, GSVIVG01024933001
OG0000158	AT1G08860	GSVIVG01013313001, GSVIVG01021986001, GSVIVG01021992001, GSVIVG01021995001, GSVIVG01021997001, GSVIVG01022002001
OG0000159	AT1G08970, AT1G54830, AT1G56170, AT3G48590, AT5G63470	GSVIVG01008570001, GSVIVG01036760001
OG0000160	AT1G10630, AT1G23490, AT1G70490, AT2G47170, AT3G62290, AT5G14670	GSVIVG01017654001
OG0000161	AT1G11340, AT1G11410	GSVIVG01005713001, GSVIVG01005714001, GSVIVG01006478001, GSVIVG01006982001, GSVIVG01007137001
OG0000162	AT1G12440, AT2G27580, AT2G36320, AT4G12040, AT4G22820	GSVIVG01019927001, GSVIVG01019930001
OG0000163	AT1G14040, AT2G03240	GSVIVG01003219001, GSVIVG01003222001, GSVIVG01003225001, GSVIVG01003226001, GSVIVG01004438001
OG0000164	AT1G14870, AT1G14880, AT5G35525	GSVIVG01011687001, GSVIVG01011690001, GSVIVG01011692001, GSVIVG01011694001
OG0000165	AT1G15150, AT1G15160, AT1G15170, AT1G15180	GSVIVG01011801001, GSVIVG01011803001, GSVIVG01030953001
OG0000166	AT1G16820	GSVIVG01013210001, GSVIVG01013212001, GSVIVG01013214001, GSVIVG01013220001, GSVIVG01013223001, GSVIVG01013224001
OG0000167	AT1G22340, AT1G22360, AT1G22370, AT1G22380, AT1G22400, AT1G78270	GSVIVG01015729001
OG0000168	AT1G24577, AT1G67910, AT3G13227, AT3G56500, AT5G20370, AT5G55980	GSVIVG01014741001
OG0000169	AT1G24807, AT1G24909, AT1G25083, AT1G25155, AT1G25220, AT5G57890	GSVIVG01011602001
OG0000170	AT1G27730, AT3G19580, AT3G49930, AT5G04340, AT5G43170, AT5G67450	GSVIVG01037851001
OG0000171	AT1G30135, AT2G34600	GSVIVG01007188001, GSVIVG01021514001, GSVIVG01021516001, GSVIVG01021518001, GSVIVG01021519001
OG0000172	AT1G33080, AT1G33090, AT1G33100, AT1G33110	GSVIVG01029901001, GSVIVG01029912001, GSVIVG01029913001
OG0000173	AT1G33590, AT1G33600, AT1G33610, AT1G33612, AT1G33670, AT2G26380	GSVIVG01037229001
OG0000174	AT1G34040, AT1G34060	GSVIVG01001412001, GSVIVG01001413001, GSVIVG01001418001, GSVIVG01001419001, GSVIVG01001422001
OG0000175	AT1G42540, AT2G17260, AT3G51480, AT4G35290	GSVIVG01013400001, GSVIVG01022297001, GSVIVG01023870001
OG0000176	AT1G43722, AT3G30525, AT4G10890, AT5G28730, AT5G35695	GSVIVG01019597001, GSVIVG01035763001
OG0000177	AT1G45688, AT3G24600, AT3G24605, AT5G42860	GSVIVG01009475001, GSVIVG01015376001, GSVIVG01017064001
OG0000178	AT1G54580, AT1G54630, AT3G05020, AT4G25050	GSVIVG01004932001, GSVIVG01017817001, GSVIVG01021969001
OG0000179	AT1G55210, AT1G58170, AT5G49040	GSVIVG01025391001, GSVIVG01025393001, GSVIVG01025394001, GSVIVG01025397001
OG0000180	AT1G58380, AT1G58684, AT1G58983, AT1G59359, AT2G41840, AT3G57490	GSVIVG01033299001
OG0000181	AT1G60680, AT1G60690, AT1G60710, AT1G60730	GSVIVG01031646001, GSVIVG01031649001, GSVIVG01031651001
OG0000182	AT1G60980, AT4G25420, AT5G07200, AT5G51810	GSVIVG01008782001, GSVIVG01026453001, GSVIVG01026466001
OG0000183	AT1G62610, AT1G63380, AT2G17845, AT3G46170, AT3G55290, AT3G55310	GSVIVG01025752001
OG0000184	AT1G64110, AT4G28000, AT5G52882	GSVIVG01019442001, GSVIVG01028790001, GSVIVG01028791001, GSVIVG01028792001
OG0000185	AT1G75280, AT4G39230	GSVIVG01009731001, GSVIVG01023790001, GSVIVG01023793001, GSVIVG01023795001, GSVIVG01023800001
OG0000186	AT1G75730	GSVIVG01001494001, GSVIVG01001500001, GSVIVG01001513001, GSVIVG01003271001, GSVIVG01003275001, GSVIVG01009901001
OG0000187	AT1G77080, AT5G10140, AT5G65050, AT5G65060, AT5G65070, AT5G65080	GSVIVG01033067001
OG0000188	AT1G78950	GSVIVG01029474001, GSVIVG01029488001, GSVIVG01029489001, GSVIVG01029508001, GSVIVG01029509001, GSVIVG01029510001
OG0000189	AT2G05230, AT2G05250, AT5G35753, AT5G53150	GSVIVG01010500001, GSVIVG01028708001, GSVIVG01030061001
OG0000190	AT2G15050, AT2G38530, AT2G38540, AT3G51600, AT5G59310, AT5G59320	GSVIVG01030190001
OG0000191	AT2G15780	GSVIVG01009568001, GSVIVG01031793001, GSVIVG01031794001, GSVIVG01031795001, GSVIVG01031796001, GSVIVG01031797001
OG0000192	AT2G16120, AT2G16130, AT2G18480, AT3G18830, AT4G36670	GSVIVG01018988001, GSVIVG01031930001
OG0000193	AT2G16430, AT2G27190	GSVIVG01009802001, GSVIVG01009803001, GSVIVG01024212001, GSVIVG01024214001, GSVIVG01024216001
OG0000194	AT2G18630, AT4G34320, AT4G34330, AT5G66660, AT5G66670, AT5G66675	GSVIVG01031916001
OG0000195	AT3G03480, AT5G17540	GSVIVG01022745001, GSVIVG01022750001, GSVIVG01022752001, GSVIVG01022762001, GSVIVG01024259001
OG0000196	AT3G12910	GSVIVG01020384001, GSVIVG01020387001, GSVIVG01020388001, GSVIVG01020389001, GSVIVG01020394001, GSVIVG01020834001
OG0000197	AT3G21560, AT4G15480, AT4G15490, AT4G15500	GSVIVG01003143001, GSVIVG01003157001, GSVIVG01037921001
OG0000198	AT3G47090, AT3G47110, AT3G47570, AT3G47580, AT5G20480, AT5G39390	GSVIVG01020897001
OG0000199	AT3G47400, AT5G51490, AT5G51500	GSVIVG01018620001, GSVIVG01018622001, GSVIVG01027652001, GSVIVG01037348001
OG0000200	AT4G04220	GSVIVG01025477001, GSVIVG01025479001, GSVIVG01025480001, GSVIVG01025482001, GSVIVG01025484001, GSVIVG01025485001
OG0000201	AT4G15660, AT4G15670, AT4G15680, AT4G15690, AT4G15700, AT5G18600	GSVIVG01017786001
OG0000202	AT5G05260, AT5G35917	GSVIVG01032687001, GSVIVG01032688001, GSVIVG01032689001, GSVIVG01032693001, GSVIVG01032694001
OG0000203	AT5G23212, AT5G37473, AT5G37474, AT5G51845	GSVIVG01019623001, GSVIVG01019624001, GSVIVG01019625001
OG0000204	AT5G24580	GSVIVG01001741001, GSVIVG01003360001, GSVIVG01004734001, GSVIVG01005642001, GSVIVG01026668001, GSVIVG01038662001
OG0000205	AT5G39260, AT5G39270, AT5G39280, AT5G39290, AT5G39300, AT5G39310	GSVIVG01028474001
OG0000206	AT5G45890	GSVIVG01020693001, GSVIVG01020694001, GSVIVG01020696001, GSVIVG01020697001, GSVIVG01020698001, GSVIVG01021195001
OG0000207	AT1G01430, AT4G01080, AT4G11090, AT4G23790	GSVIVG01019502001, GSVIVG01027060001
OG0000208	AT1G02730, AT3G03050, AT5G16910	GSVIVG01013057001, GSVIVG01024398001, GSVIVG01028071001
OG0000209	AT1G03210, AT4G02850, AT4G02860	GSVIVG01011112001, GSVIVG01011113001, GSVIVG01011114001
OG0000210	AT1G03495, AT1G03940	GSVIVG01000461001, GSVIVG01000468001, GSVIVG01000469001, GSVIVG01000472001
OG0000211	AT1G04270, AT5G09490, AT5G09500, AT5G09510, AT5G43640	GSVIVG01000754001
OG0000212	AT1G04770, AT5G48850	GSVIVG01011343001, GSVIVG01028566001, GSVIVG01028569001, GSVIVG01028576001
OG0000213	AT1G05860, AT2G31600, AT3G53860	GSVIVG01003749001, GSVIVG01003753001, GSVIVG01010732001
OG0000214	AT1G07070, AT1G41880, AT1G74270, AT3G55750	GSVIVG01016386001, GSVIVG01034025001
OG0000215	AT1G07540, AT3G12560, AT5G13820	GSVIVG01016524001, GSVIVG01024936001, GSVIVG01034156001
OG0000216	AT1G09590, AT1G09690, AT1G57660, AT1G57860	GSVIVG01033444001, GSVIVG01033455001
OG0000217	AT1G09600, AT1G33770, AT1G57700, AT4G10010	GSVIVG01023220001, GSVIVG01036431001
OG0000218	AT1G10588, AT2G39540, AT5G59845	GSVIVG01000168001, GSVIVG01009384001, GSVIVG01037887001
OG0000219	AT1G11100, AT1G50410, AT1G61140, AT3G20010	GSVIVG01006339001, GSVIVG01034370001
OG0000220	AT1G12570, AT3G56060, AT5G51930, AT5G51950	GSVIVG01010650001, GSVIVG01019871001
OG0000221	AT1G12660, AT1G12663, AT1G12665, AT1G12672	GSVIVG01017351001, GSVIVG01035739001
OG0000222	AT1G13130, AT3G26130, AT3G26140, AT5G16700, AT5G17500	GSVIVG01000573001
OG0000223	AT1G13280, AT3G25760, AT3G25770, AT3G25780	GSVIVG01011944001, GSVIVG01036445001
OG0000224	AT1G14920, AT1G66350, AT2G01570, AT3G03450, AT5G17490	GSVIVG01011710001
OG0000225	AT1G15030, AT5G49220	GSVIVG01008332001, GSVIVG01011848001, GSVIVG01028064001, GSVIVG01035053001
OG0000226	AT1G15920, AT1G80780, AT2G32070, AT5G10960	GSVIVG01023595001, GSVIVG01034221001
OG0000227	AT1G16060, AT3G54320	GSVIVG01011350001, GSVIVG01016097001, GSVIVG01020066001, GSVIVG01023697001
OG0000228	AT1G19320, AT1G75030, AT1G75040, AT1G75050	GSVIVG01027712001, GSVIVG01032051001
OG0000229	AT1G19680, AT1G75400, AT2G21500, AT4G39140	GSVIVG01009771001, GSVIVG01023822001
OG0000230	AT1G22900, AT1G65870, AT5G42500, AT5G42510	GSVIVG01033447001, GSVIVG01033451001
OG0000231	AT1G24190, AT1G70060, AT3G01320, AT5G15020	GSVIVG01020136001, GSVIVG01032579001
OG0000232	AT1G24485, AT3G46240, AT3G46260, AT3G46270, AT3G46280	GSVIVG01025060001
OG0000233	AT1G24735, AT1G67980, AT1G67990	GSVIVG01010466001, GSVIVG01010468001, GSVIVG01010469001
OG0000234	AT1G28440, AT4G28490, AT5G65710	GSVIVG01006471001, GSVIVG01006472001, GSVIVG01021118001
OG0000235	AT1G28695, AT1G28700, AT1G28710	GSVIVG01018316001, GSVIVG01018317001, GSVIVG01024334001
OG0000236	AT1G30040, AT1G78440, AT2G34555	GSVIVG01000687001, GSVIVG01000689001, GSVIVG01021468001
OG0000237	AT1G30100, AT1G78390, AT3G14440, AT4G18350	GSVIVG01021507001, GSVIVG01038080001
OG0000238	AT1G31670, AT1G31690, AT1G31710	GSVIVG01017952001, GSVIVG01017954001, GSVIVG01017959001
OG0000239	AT1G32300, AT2G46740, AT2G46750, AT2G46760, AT5G56490	GSVIVG01027428001
OG0000240	AT1G45180, AT2G15530, AT4G34040, AT5G42940	GSVIVG01009466001, GSVIVG01031717001
OG0000241	AT1G45249, AT1G49720, AT3G19290, AT4G34000	GSVIVG01009485001, GSVIVG01031730001
OG0000242	AT1G47870, AT2G36010, AT5G22220	GSVIVG01009890001, GSVIVG01033931001, GSVIVG01036059001
OG0000243	AT1G50820, AT1G50830, AT1G51538, AT4G16050, AT5G18510	GSVIVG01037611001
OG0000244	AT1G52790, AT1G52800	GSVIVG01017175001, GSVIVG01017180001, GSVIVG01017181001, GSVIVG01017183001
OG0000245	AT1G53430, AT1G53440	GSVIVG01014134001, GSVIVG01014138001, GSVIVG01014147001, GSVIVG01014150001
OG0000246	AT1G53470, AT1G78610, AT2G17000, AT2G17010, AT3G14810	GSVIVG01008726001
OG0000247	AT1G53830, AT1G53840, AT3G14300, AT3G14310	GSVIVG01014999001, GSVIVG01016667001
OG0000248	AT1G53870, AT1G53875, AT1G53890, AT3G14260	GSVIVG01019780001, GSVIVG01019781001
OG0000249	AT1G56630, AT5G42930, AT5G67050	GSVIVG01022121001, GSVIVG01022123001, GSVIVG01022125001
OG0000250	AT1G58440	GSVIVG01006926001, GSVIVG01007278001, GSVIVG01009287001, GSVIVG01036971001, GSVIVG01036973001
OG0000251	AT1G59950, AT1G59960	GSVIVG01011582001, GSVIVG01011583001, GSVIVG01011584001, GSVIVG01011585001
OG0000252	AT1G63470, AT1G63480, AT2G45850, AT3G61310	GSVIVG01019763001, GSVIVG01026888001
OG0000253	AT1G64160, AT4G11180, AT4G11190, AT4G11210, AT4G23690	GSVIVG01019450001
OG0000254	AT1G64780, AT3G24290, AT3G24300, AT4G13510, AT4G28700	GSVIVG01024748001
OG0000255	AT1G65570, AT2G43870, AT3G59850	GSVIVG01004006001, GSVIVG01004007001, GSVIVG01038241001
OG0000256	AT1G66480, AT2G01340, AT5G37840	GSVIVG01008403001, GSVIVG01011766001, GSVIVG01030865001
OG0000257	AT1G77120	GSVIVG01010024001, GSVIVG01026505001, GSVIVG01026507001, GSVIVG01026508001, GSVIVG01026510001
OG0000258	AT2G15480, AT2G15490, AT4G34131, AT4G34135, AT4G34138	GSVIVG01009449001
OG0000259	AT2G16360, AT2G21580, AT4G34555, AT4G39200	GSVIVG01000974001, GSVIVG01010721001
OG0000260	AT2G18660	GSVIVG01017296001, GSVIVG01035758001, GSVIVG01035760001, GSVIVG01035834001, GSVIVG01035835001
OG0000261	AT2G19190, AT2G19210, AT2G19230, AT4G29990	GSVIVG01016933001, GSVIVG01016939001
OG0000262	AT2G21300, AT4G24170, AT4G38950	GSVIVG01009828001, GSVIVG01018815001, GSVIVG01024172001
OG0000263	AT2G21430, AT4G39090	GSVIVG01009807001, GSVIVG01009809001, GSVIVG01009810001, GSVIVG01018882001
OG0000264	AT2G22630, AT4G37940	GSVIVG01003861001, GSVIVG01003864001, GSVIVG01009219001, GSVIVG01038474001
OG0000265	AT2G24762, AT4G25760, AT4G31730, AT5G24920, AT5G57685	GSVIVG01036505001
OG0000266	AT2G25630, AT2G44450, AT3G60130, AT5G42260, AT5G44640	GSVIVG01032004001
OG0000267	AT2G27550, AT5G03840, AT5G62040	GSVIVG01010598001, GSVIVG01033829001, GSVIVG01036145001
OG0000268	AT2G30140, AT2G30150	GSVIVG01024649001, GSVIVG01024653001, GSVIVG01024655001, GSVIVG01024656001
OG0000269	AT2G32530, AT2G32540, AT2G32610, AT2G32620, AT4G15290, AT4G15320	
OG0000270	AT2G34930	GSVIVG01016000001, GSVIVG01016003001, GSVIVG01016012001, GSVIVG01029646001, GSVIVG01029650001
OG0000271	AT2G35860, AT3G11700, AT3G52370, AT5G06390	GSVIVG01022545001, GSVIVG01022548001
OG0000272	AT2G36490, AT4G34060, AT5G04560	GSVIVG01031400001, GSVIVG01033777001, GSVIVG01034713001
OG0000273	AT2G37710, AT3G53810, AT4G02410, AT4G02420, AT4G29050	GSVIVG01034126001
OG0000274	AT2G38695	GSVIVG01004020001, GSVIVG01004028001, GSVIVG01012409001, GSVIVG01012437001, GSVIVG01012445001
OG0000275	AT2G38760	GSVIVG01000282001, GSVIVG01000284001, GSVIVG01000289001, GSVIVG01000307001, GSVIVG01000828001
OG0000276	AT2G41240, AT3G56970, AT3G56980	GSVIVG01027323001, GSVIVG01033618001, GSVIVG01034621001
OG0000277	AT2G44540, AT2G44550, AT2G44560, AT2G44570	GSVIVG01032798001, GSVIVG01032799001
OG0000278	AT2G45430, AT3G60870, AT4G14465	GSVIVG01019932001, GSVIVG01027625001, GSVIVG01036210001
OG0000279	AT2G46400, AT4G11070, AT4G23810	GSVIVG01019511001, GSVIVG01027069001, GSVIVG01028718001
OG0000280	AT2G47120, AT2G47130, AT2G47140, AT3G29250, AT3G29260	GSVIVG01028200001
OG0000281	AT2G47650, AT3G53520, AT3G62830	GSVIVG01025597001, GSVIVG01028014001, GSVIVG01035142001
OG0000282	AT3G01270, AT5G15110	GSVIVG01008053001, GSVIVG01011348001, GSVIVG01020067001, GSVIVG01020068001
OG0000283	AT3G05858, AT5G26620	GSVIVG01017704001, GSVIVG01017705001, GSVIVG01017706001, GSVIVG01017707001
OG0000284	AT3G07110, AT3G24830, AT4G13170, AT5G48760	GSVIVG01021080001, GSVIVG01028661001
OG0000285	AT3G26720, AT5G13980	GSVIVG01008340001, GSVIVG01008642001, GSVIVG01032988001, GSVIVG01032989001
OG0000286	AT3G28960	GSVIVG01011400001, GSVIVG01011401001, GSVIVG01011405001, GSVIVG01011406001, GSVIVG01037496001
OG0000287	AT3G47500, AT5G39660, AT5G62430	GSVIVG01007992001, GSVIVG01011433001, GSVIVG01019969001
OG0000288	AT3G48080, AT3G48090	GSVIVG01007836001, GSVIVG01007852001, GSVIVG01007856001, GSVIVG01007860001
OG0000289	AT3G50070, AT4G34160, AT5G67260	GSVIVG01000226001, GSVIVG01003175001, GSVIVG01009432001
OG0000290	AT3G55240, AT5G02580	GSVIVG01005963001, GSVIVG01005964001, GSVIVG01023534001, GSVIVG01025604001
OG0000291	AT4G05190, AT4G21270, AT4G27180, AT5G54670	GSVIVG01007336001, GSVIVG01014585001
OG0000292	AT4G12300, AT4G12310, AT4G12320, AT4G12330, AT5G44620	GSVIVG01007418001
OG0000293	AT4G12430, AT4G22590, AT5G51460	GSVIVG01001275001, GSVIVG01004775001, GSVIVG01018628001
OG0000294	AT4G12770, AT4G12780	GSVIVG01003377001, GSVIVG01005634001, GSVIVG01008818001, GSVIVG01022322001
OG0000295	AT4G19090, AT5G45460, AT5G45470, AT5G45480, AT5G45530, AT5G45540	
OG0000296	AT4G25434, AT5G47650	GSVIVG01014685001, GSVIVG01030093001, GSVIVG01030094001, GSVIVG01030095001
OG0000297	AT4G25470, AT4G25480, AT4G25490, AT5G51990	GSVIVG01031387001, GSVIVG01031388001
OG0000298	AT4G25950	GSVIVG01001791001, GSVIVG01001792001, GSVIVG01001799001, GSVIVG01005727001, GSVIVG01012803001
OG0000299	AT4G27860	GSVIVG01004945001, GSVIVG01004948001, GSVIVG01005224001, GSVIVG01005227001, GSVIVG01006950001
OG0000300	AT4G28780, AT5G33370	GSVIVG01026341001, GSVIVG01026343001, GSVIVG01026348001, GSVIVG01028485001
OG0000301	AT4G33830, AT4G33840, AT4G33860	GSVIVG01037825001, GSVIVG01037832001, GSVIVG01037833001
OG0000302	AT4G34880	GSVIVG01024064001, GSVIVG01024065001, GSVIVG01024067001, GSVIVG01024068001, GSVIVG01024069001
OG0000303	AT4G40030, AT4G40040, AT5G10980	GSVIVG01003423001, GSVIVG01009838001, GSVIVG01018808001
OG0000304	AT5G02780, AT5G02790	GSVIVG01025083001, GSVIVG01025559001, GSVIVG01025566001, GSVIVG01032639001
OG0000305	AT5G07900	GSVIVG01010970001, GSVIVG01028380001, GSVIVG01028382001, GSVIVG01028383001, GSVIVG01028384001
